1,125,1,0,1
1,17,1,0,1
1,190,1,0,1
1,5,0,0,1
1,37,0,0,1
1,202,0,0,1
1,23,0,0,1
1,61,0,0,1
1,118,1,0,1
1,224,1,0,1
1,172,1,0,1
1,47,1,0,1
1,253,0,0,1
1,231,1,0,1
1,152,1,0,1
1,189,1,0,1
1,70,0,0,1
1,240,0,0,1
1,20,0,0,1
1,12,1,0,1
1,82,1,0,1
1,148,0,0,1
1,147,1,0,1
1,214,0,0,1
1,242,1,0,1
1,155,1,0,1
1,136,1,0,1
1,147,1,0,1
1,95,1,0,1
1,77,0,0,1
1,175,1,0,1
1,91,1,0,1
1,171,0,0,1
1,251,0,0,1
1,155,1,0,1
1,249,0,0,1
1,227,1,0,1
1,95,0,0,1
1,57,0,0,1
1,230,1,0,1
1,75,0,0,1
1,140,0,0,1
1,46,1,0,1
1,83,0,0,1
1,152,0,0,1
1,132,0,0,1
1,112,1,0,1
1,208,0,0,1
1,239,0,0,2
1,46,1,0,1
1,239,0,0,1
1,148,0,0,1
1,82,1,0,1
1,230,1,0,1
1,172,1,0,1
1,253,0,0,1
1,0,1,0,1
1,220,1,0,1
1,5,0,0,1
1,186,0,0,1
1,34,0,0,3
1,97,0,0,1
1,175,1,0,1
1,78,1,0,1
1,87,1,0,1
1,123,0,0,1
1,150,1,0,1
1,150,1,0,1
1,136,1,0,1
1,240,0,0,1
1,79,1,0,1
1,229,0,0,1
1,65,0,0,1
1,92,1,0,1
1,104,0,0,1
1,161,1,0,1
1,14,0,0,1
1,40,1,0,1
1,242,1,0,1
1,60,1,0,1
1,59,1,0,1
1,163,0,0,1
1,171,0,0,1
1,194,1,0,1
1,125,1,0,1
1,70,0,0,1
1,83,0,0,1
1,28,1,0,1
1,61,0,0,1
1,236,0,0,2
1,81,0,0,1
1,147,1,0,1
1,121,1,0,1
1,85,1,0,1
1,102,0,0,1
1,95,0,0,1
1,50,0,0,1
1,224,1,0,1
1,82,1,0,1
1,203,0,0,1
1,209,0,0,1
1,171,0,0,1
1,74,1,0,1
1,212,0,0,1
1,180,0,0,1
